Name,URL,Description,Language,Count,Last Date
openai / swarm,https://github.com/openai/swarm,"Educational framework exploring ergonomic, lightweight multi-agent orchestration. Managed by OpenAI Solution team.",python,1,2025-02-24
letta-ai / letta,https://github.com/letta-ai/letta,Letta (formerly MemGPT) is a framework for creating LLM services with memory.,python,1,2025-02-24
frappe / hrms,https://github.com/frappe/hrms,Open Source HR and Payroll Software,python,2,2025-02-24
instaloader / instaloader,https://github.com/instaloader/instaloader,Download pictures (or videos) along with their captions and other metadata from Instagram.,python,1,2025-02-24
tinygrad / tinygrad,https://github.com/tinygrad/tinygrad,You like pytorch? You like micrograd? You love tinygrad! ❤️,python,1,2025-02-24
icloud-photos-downloader / icloud_photos_downloader,https://github.com/icloud-photos-downloader/icloud_photos_downloader,A command-line tool to download photos from iCloud,python,1,2025-02-24
adrianhajdin / project_3D_developer_portfolio,https://github.com/adrianhajdin/project_3D_developer_portfolio,The most impressive websites in the world use 3D graphics and animations to bring their content to life. Learn how to build your own ThreeJS 3D Developer Portfolio today!,javascript,6,2025-02-24
zloirock / core-js,https://github.com/zloirock/core-js,Standard Library,javascript,1,2025-02-24
aframevr / aframe,https://github.com/aframevr/aframe,🅰️,javascript,1,2025-02-24
gofiber / fiber,https://github.com/gofiber/fiber,⚡️ Express inspired web framework written in Go,go,2,2025-02-24
navidrome / navidrome,https://github.com/navidrome/navidrome,🎧☁️ Your Personal Streaming Service,go,2,2025-02-24
git-lfs / git-lfs,https://github.com/git-lfs/git-lfs,Git extension for versioning large files,go,3,2025-02-24
uber / kraken,https://github.com/uber/kraken,P2P Docker registry capable of distributing TBs of data in seconds,go,1,2025-02-24
cinit / QAuxiliary,https://github.com/cinit/QAuxiliary,QNotified phoenix - To make OICQ great again,java,2,2025-02-24
trinodb / trino,https://github.com/trinodb/trino,"Official repository of Trino, the distributed SQL query engine for big data, formerly known as PrestoSQL (https://trino.io)",java,12,2025-03-08
PaperMC / Velocity,https://github.com/PaperMC/Velocity,"The modern, next-generation Minecraft server proxy.",java,1,2025-02-24
FabricMC / fabric-example-mod,https://github.com/FabricMC/fabric-example-mod,Example Fabric mod,java,2,2025-02-24
hacksider / Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,real time face swap and one-click video deepfake with only a single image,python,3,2025-01-25
microsoft / promptflow,https://github.com/microsoft/promptflow,"Build high-quality LLM apps - from prototyping, testing to production deployment and monitoring.",python,1,2025-01-25
pytorch / pytorch,https://github.com/pytorch/pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,python,2,2025-01-25
deepseek-ai / DeepSeek-Coder,https://github.com/deepseek-ai/DeepSeek-Coder,DeepSeek Coder: Let the Code Write Itself,python,15,2025-01-31
soxoj / maigret,https://github.com/soxoj/maigret,🕵️‍♂️ Collect a dossier on a person by username from thousands of sites,python,3,2025-01-26
Agenta-AI / agenta,https://github.com/Agenta-AI/agenta,"The open-source LLMOps platform: prompt playground, prompt management, LLM evaluation, and LLM Observability all in one place.",python,3,2025-01-27
DepthAnything / Depth-Anything-V2,https://github.com/DepthAnything/Depth-Anything-V2,[NeurIPS 2024] Depth Anything V2. A More Capable Foundation Model for Monocular Depth Estimation,python,1,2025-01-25
saltstack / salt,https://github.com/saltstack/salt,Software to automate the management and configuration of any infrastructure or application at scale. Install Salt from the Salt package repositories here:,python,1,2025-01-25
CesiumGS / cesium,https://github.com/CesiumGS/cesium,An open-source JavaScript library for world-class 3D globes and maps 🌎,javascript,6,2025-03-07
copy / v86,https://github.com/copy/v86,"x86 PC emulator and x86-to-wasm JIT, running in the browser",javascript,2,2025-01-25
exceljs / exceljs,https://github.com/exceljs/exceljs,Excel Workbook Manager,javascript,2,2025-03-01
thedevs-network / kutt,https://github.com/thedevs-network/kutt,Free Modern URL Shortener.,javascript,4,2025-01-30
mailcow / mailcow-dockerized,https://github.com/mailcow/mailcow-dockerized,mailcow: dockerized - 🐮 + 🐋 = 💕,javascript,6,2025-03-01
amzn / style-dictionary,https://github.com/amzn/style-dictionary,A build system for creating cross-platform styles.,javascript,1,2025-01-25
dream-num / Luckysheet,https://github.com/dream-num/Luckysheet,"Luckysheet is an online spreadsheet like excel that is powerful, simple to configure, and completely open source.",javascript,2,2025-02-27
putyy / res-downloader,https://github.com/putyy/res-downloader,视频号、小程序、抖音、快手、小红书、直播流、m3u8、酷狗、QQ音乐等常见网络资源下载!,go,7,2025-02-09
ethereum-optimism / superchain-registry,https://github.com/ethereum-optimism/superchain-registry,An index of chains which serves as the source of truth for who’s in the Superchain Ecosystem,go,2,2025-01-25
oapi-codegen / oapi-codegen,https://github.com/oapi-codegen/oapi-codegen,Generate Go client and server boilerplate from OpenAPI 3 specifications,go,4,2025-02-13
cilium / cilium,https://github.com/cilium/cilium,"eBPF-based Networking, Security, and Observability",go,5,2025-02-23
prometheus / blackbox_exporter,https://github.com/prometheus/blackbox_exporter,Blackbox prober exporter,go,2,2025-02-28
knadh / listmonk,https://github.com/knadh/listmonk,"High performance, self-hosted, newsletter and mailing list manager with a modern dashboard. Single binary app.",go,1,2025-01-25
json-iterator / go,https://github.com/json-iterator/go,"A high-performance 100% compatible drop-in replacement of ""encoding/json""",go,1,2025-01-25
fleetdm / fleet,https://github.com/fleetdm/fleet,"Open-source platform for IT, security, and infrastructure teams. (Linux, macOS, Chrome, Windows, cloud, data center)",go,5,2025-03-09
trufflesecurity / trufflehog,https://github.com/trufflesecurity/trufflehog,"Find, verify, and analyze leaked credentials",go,7,2025-02-26
googleapis / google-cloud-go,https://github.com/googleapis/google-cloud-go,Google Cloud Client Libraries for Go.,go,6,2025-02-12
kubernetes / autoscaler,https://github.com/kubernetes/autoscaler,Autoscaling components for Kubernetes,go,9,2025-02-07
hibiken / asynq,https://github.com/hibiken/asynq,"Simple, reliable, and efficient distributed task queue in Go",go,1,2025-01-25
sirupsen / logrus,https://github.com/sirupsen/logrus,"Structured, pluggable logging for Go.",go,4,2025-02-26
runatlantis / atlantis,https://github.com/runatlantis/atlantis,Terraform Pull Request Automation,go,2,2025-01-25
goreleaser / goreleaser,https://github.com/goreleaser/goreleaser,"Release engineering, simplified",go,2,2025-03-01
uber-go / zap,https://github.com/uber-go/zap,"Blazing fast, structured, leveled logging in Go.",go,8,2025-01-31
opentofu / opentofu,https://github.com/opentofu/opentofu,OpenTofu lets you declaratively manage your cloud infrastructure.,go,6,2025-03-01
apache / lucene,https://github.com/apache/lucene,Apache Lucene open-source search software,java,4,2025-02-16
grpc / grpc-java,https://github.com/grpc/grpc-java,The Java gRPC implementation. HTTP/2 based RPC,java,4,2025-02-28
apache / pinot,https://github.com/apache/pinot,Apache Pinot - A realtime distributed OLAP datastore,java,5,2025-02-28
MinecraftForge / MinecraftForge,https://github.com/MinecraftForge/MinecraftForge,Modifications to the Minecraft base files to assist in compatibility between mods. New Discord: https://discord.minecraftforge.net/,java,3,2025-02-03
bumptech / glide,https://github.com/bumptech/glide,An image loading and caching library for Android focused on smooth scrolling,java,1,2025-01-25
srbhr / Resume-Matcher,https://github.com/srbhr/Resume-Matcher,"Resume Matcher is an open source, free tool to improve your resume. It works by using AI, Reader LLMs, to compare and rank resumes with job descriptions.",python,7,2025-02-16
feder-cr / Jobs_Applier_AI_Agent,https://github.com/feder-cr/Jobs_Applier_AI_Agent,"Auto_Jobs_Applier_AI_Agent aims to easy job hunt process by automating the job application process. Utilizing artificial intelligence, it enables users to apply for multiple jobs in an automated and personalized way.",python,8,2025-01-15
khoj-ai / khoj,https://github.com/khoj-ai/khoj,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free.",python,6,2025-01-11
r0oth3x49 / ghauri,https://github.com/r0oth3x49/ghauri,An advanced cross-platform tool that automates the process of detecting and exploiting SQL injection security flaws,python,1,2025-01-11
apple / ml-depth-pro,https://github.com/apple/ml-depth-pro,Depth Pro: Sharp Monocular Metric Depth in Less Than a Second.,python,1,2025-01-11
PriorLabs / TabPFN,https://github.com/PriorLabs/TabPFN,⚡ TabPFN: Foundation Model for Tabular Data ⚡,python,2,2025-01-12
NVlabs / VILA,https://github.com/NVlabs/VILA,"VILA is a family of state-of-the-art vision language models (VLMs) for diverse multimodal AI tasks across the edge, data center, and cloud.",python,4,2025-01-12
enarjord / passivbot,https://github.com/enarjord/passivbot,"Trading bot running on Bybit, Bitget, OKX, GateIO, Binance and Hyperliquid",python,1,2025-01-11
zylon-ai / private-gpt,https://github.com/zylon-ai/private-gpt,"Interact with your documents using the power of GPT, 100% privately, no data leaks",python,2,2025-01-11
docsifyjs / docsify,https://github.com/docsifyjs/docsify,🃏 A magical documentation site generator.,javascript,2,2025-01-12
plankanban / planka,https://github.com/plankanban/planka,The realtime kanban board for workgroups built with React and Redux.,javascript,4,2025-02-19
jquery / jquery,https://github.com/jquery/jquery,jQuery JavaScript Library,javascript,5,2025-02-12
sudheerj / reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,List of top 500 ReactJS Interview Questions & Answers....Coding exercise questions are coming soon!!,javascript,8,2025-03-08
module-federation / module-federation-examples,https://github.com/module-federation/module-federation-examples,"Implementation examples of module federation , by the creators of module federation",javascript,2,2025-01-11
WebKit / WebKit,https://github.com/WebKit/WebKit,"Home of the WebKit project, the browser engine used by Safari, Mail, App Store and many other applications on macOS, iOS and Linux.",javascript,3,2025-01-12
prettier / prettier,https://github.com/prettier/prettier,Prettier is an opinionated code formatter.,javascript,3,2025-01-17
nerfies / nerfies.github.io,https://github.com/nerfies/nerfies.github.io,,javascript,1,2025-01-11
prebid / Prebid.js,https://github.com/prebid/Prebid.js,Setup and manage header bidding advertising partners without writing code or confusing line items. Prebid.js is open source and free.,javascript,2,2025-02-13
usebruno / bruno,https://github.com/usebruno/bruno,Opensource IDE For Exploring and Testing Api's (lightweight alternative to postman/insomnia),javascript,8,2025-02-16
apache / answer,https://github.com/apache/answer,"A Q&A platform software for teams at any scales. Whether it's a community forum, help center, or knowledge management platform, you can always count on Apache Answer.",go,6,2025-01-16
containers / podman,https://github.com/containers/podman,Podman: A tool for managing OCI containers and pods.,go,8,2025-02-06
hashicorp / vault,https://github.com/hashicorp/vault,"A tool for secrets management, encryption as a service, and privileged access management",go,9,2025-03-05
hashicorp / terraform-provider-azurerm,https://github.com/hashicorp/terraform-provider-azurerm,Terraform provider for Azure Resource Manager,go,1,2025-01-11
istio / istio,https://github.com/istio/istio,"Connect, secure, control, and observe services.",go,4,2025-02-09
argoproj / argo-rollouts,https://github.com/argoproj/argo-rollouts,Progressive Delivery for Kubernetes,go,2,2025-01-24
docker / buildx,https://github.com/docker/buildx,Docker CLI plugin for extended build capabilities with BuildKit,go,3,2025-02-08
spf13 / viper,https://github.com/spf13/viper,Go configuration with fangs,go,3,2025-02-27
uber-go / mock,https://github.com/uber-go/mock,GoMock is a mocking framework for the Go programming language.,go,2,2025-03-09
argoproj / argo-cd,https://github.com/argoproj/argo-cd,Declarative Continuous Deployment for Kubernetes,go,9,2025-02-28
apache / beam,https://github.com/apache/beam,Apache Beam is a unified programming model for Batch and Streaming data processing.,java,5,2025-02-22
brettwooldridge / HikariCP,https://github.com/brettwooldridge/HikariCP,"光 HikariCP・A solid, high-performance, JDBC connection pool at last.",java,4,2025-02-06
hazelcast / hazelcast,https://github.com/hazelcast/hazelcast,"Hazelcast is a unified real-time data platform combining stream processing with a fast data store, allowing customers to act instantly on data-in-motion for real-time insights.",java,1,2025-01-11
