Name,URL,Description,Language,Count,Last Date
commixproject / commix,https://github.com/commixproject/commix,Automated All-in-One OS Command Injection Exploitation Tool.,python,2,2025-03-08
maxi1134 / Home-Assistant-Config,https://github.com/maxi1134/Home-Assistant-Config,This is my Smart-home Installation repository,javascript,1,2025-03-07
hagopj13 / node-express-boilerplate,https://github.com/hagopj13/node-express-boilerplate,"A boilerplate for building production-ready RESTful APIs using Node.js, Express, and Mongoose",javascript,1,2025-03-07
microsoft / generative-ai-with-javascript,https://github.com/microsoft/generative-ai-with-javascript,Join a time-traveling adventure where you meet history’s legends while learning Generative AI technologies! ✨,javascript,1,2025-03-07
Automattic / mongoose,https://github.com/Automattic/mongoose,MongoDB object modeling designed to work in an asynchronous environment.,javascript,2,2025-03-07
cloudwego / eino,https://github.com/cloudwego/eino,The ultimate LLM/AI application development framework in Golang.,go,3,2025-03-09
casibase / casibase,https://github.com/casibase/casibase,"AI Cloud OS: ⚡️Open-source RAG knowledge database with admin UI, user management and Single-Sign-On⚡️, supports ChatGPT, Claude, DeepSeek R1, Llama, Gemini, HuggingFace, etc., chat bot demo: https://ai.casibase.com, admin UI demo: https://ai-admin.casibase.com",go,1,2025-03-07
minio / minio,https://github.com/minio/minio,"MinIO is a high-performance, S3 compatible object store, open sourced under GNU AGPLv3 license.",go,4,2025-03-07
openbao / openbao,https://github.com/openbao/openbao,"OpenBao exists to provide a software solution to manage, store, and distribute sensitive data including secrets, certificates, and keys.",go,1,2025-03-07
GoogleCloudPlatform / terraformer,https://github.com/GoogleCloudPlatform/terraformer,CLI tool to generate terraform files from existing infrastructure (reverse Terraform). Infrastructure to Code,go,3,2025-03-07
TheAlgorithms / Java,https://github.com/TheAlgorithms/Java,All Algorithms implemented in Java,java,4,2025-03-09
spring-projects / spring-authorization-server,https://github.com/spring-projects/spring-authorization-server,Spring Authorization Server,java,1,2025-03-07
microsoft / HydraLab,https://github.com/microsoft/HydraLab,Intelligent cloud testing made easy.,java,1,2025-03-07
dromara / Sa-Token,https://github.com/dromara/Sa-Token,一个轻量级 Java 权限认证框架，让鉴权变得简单、优雅！—— 登录认证、权限认证、分布式Session会话、微服务网关鉴权、单点登录、OAuth2.0,java,1,2025-03-07
ytdl-org / youtube-dl,https://github.com/ytdl-org/youtube-dl,Command-line program to download videos from YouTube.com and other video sites,python,1,2025-01-13
kholia / OSX-KVM,https://github.com/kholia/OSX-KVM,Run macOS on QEMU/KVM. With OpenCore + Monterey + Ventura + Sonoma support now! Only commercial (paid) support is available now to avoid spammy issues. No Mac system is required.,python,1,2025-01-13
xtekky / gpt4free,https://github.com/xtekky/gpt4free,The official gpt4free repository | various collection of powerful language models,python,1,2025-01-13
geekcomputers / Python,https://github.com/geekcomputers/Python,My Python Examples,python,1,2025-01-13
beetbox / beets,https://github.com/beetbox/beets,music library manager and MusicBrainz tagger,python,1,2025-01-13
cockpit-project / cockpit,https://github.com/cockpit-project/cockpit,Cockpit is a web-based graphical interface for servers.,javascript,1,2025-01-13
google / zx,https://github.com/google/zx,A tool for writing better scripts,javascript,3,2025-03-09
dexie / Dexie.js,https://github.com/dexie/Dexie.js,A Minimalistic Wrapper for IndexedDB,javascript,1,2025-01-13
blackmatrix7 / ios_rule_script,https://github.com/blackmatrix7/ios_rule_script,分流规则、重写写规则及脚本。,javascript,3,2025-02-17
WireGuard / wireguard-go,https://github.com/WireGuard/wireguard-go,Mirror only. Official repository is at https://git.zx2c4.com/wireguard-go,go,2,2025-02-03
encoredev / encore,https://github.com/encoredev/encore,Open Source Development Platform for building robust type-safe distributed systems with declarative infrastructure,go,1,2025-01-13
icereed / paperless-gpt,https://github.com/icereed/paperless-gpt,Use LLMs and LLM Vision (OCR) to handle paperless-ngx - Document Digitalization powered by AI,go,1,2025-01-13
chainbase-labs / manuscript-core,https://github.com/chainbase-labs/manuscript-core,,java,2,2025-01-28
CeuiLiSA / Pixiv-Shaft,https://github.com/CeuiLiSA/Pixiv-Shaft,Pixiv第三方Android客户端,java,1,2025-01-13
pentaho / pentaho-kettle,https://github.com/pentaho/pentaho-kettle,Pentaho Data Integration ( ETL ) a.k.a Kettle,java,1,2025-01-13
roboflow / maestro,https://github.com/roboflow/maestro,"streamline the fine-tuning process for multimodal models: PaliGemma 2, Florence-2, and Qwen2.5-VL",python,2,2025-02-09
bitsandbytes-foundation / bitsandbytes,https://github.com/bitsandbytes-foundation/bitsandbytes,Accessible large language models via k-bit quantization for PyTorch.,python,1,2025-02-09
bgstaal / multipleWindow3dScene,https://github.com/bgstaal/multipleWindow3dScene,"A quick example of how one can ""synchronize"" a 3d scene across multiple windows using three.js and localStorage",javascript,2,2025-02-09
GoogleChrome / chrome-extensions-samples,https://github.com/GoogleChrome/chrome-extensions-samples,Chrome Extensions Samples,javascript,2,2025-02-09
nodejs / undici,https://github.com/nodejs/undici,"An HTTP/1.1 client, written from scratch for Node.js",javascript,1,2025-02-09
quasarframework / quasar,https://github.com/quasarframework/quasar,Quasar Framework - Build high-performance VueJS user interfaces in record time,javascript,4,2025-02-27
Dooy / chatgpt-web-midjourney-proxy,https://github.com/Dooy/chatgpt-web-midjourney-proxy,"One UI is all done with chatgpt web, midjourney, gpts,suno,luma,runway,viggle,flux,ideogram,realtime,pika,udio; Simultaneous support Web / PWA / Linux / Win / MacOS platform",javascript,2,2025-02-09
DataDog / dd-trace-js,https://github.com/DataDog/dd-trace-js,Datadog APM client for Node.js,javascript,3,2025-02-13
sensepost / gowitness,https://github.com/sensepost/gowitness,"🔍 gowitness - a golang, web screenshot utility using Chrome Headless",go,1,2025-02-09
apache / skywalking,https://github.com/apache/skywalking,"APM, Application Performance Monitoring System",java,2,2025-02-09
resilience4j / resilience4j,https://github.com/resilience4j/resilience4j,Resilience4j is a fault tolerance library designed for Java8 and functional programming,java,3,2025-02-09
odoo / odoo,https://github.com/odoo/odoo,Odoo. Open Source Apps To Grow Your Business.,python,4,2025-02-23
onnx / onnx,https://github.com/onnx/onnx,Open standard for machine learning interoperability,python,1,2025-02-19
commaai / opendbc,https://github.com/commaai/opendbc,a Python API for your car,python,1,2025-02-19
damianeickhoff / HaCasa,https://github.com/damianeickhoff/HaCasa,Custom theme and cards for Home Assistant,javascript,1,2025-02-19
code-charity / youtube,https://github.com/code-charity/youtube,[top~1 open YouTube & Video browser-extension] - Enrich your experience & choice! 🧰180+ options & clever features 📌set+forget📌Longest-standing(been tough). Please join🧩us👨‍👩‍👧‍👧 ..⋮ {playback|content discovery|player|extra buttons|distractions|related videos|shorts|ads|quality|codec|full tab|full screen},javascript,1,2025-02-19
leonardomso / 33-js-concepts,https://github.com/leonardomso/33-js-concepts,📜 33 JavaScript concepts every developer should know.,javascript,5,2025-02-19
winstonjs / winston,https://github.com/winstonjs/winston,A logger for just about everything.,javascript,2,2025-02-19
TheOdinProject / curriculum,https://github.com/TheOdinProject/curriculum,The open curriculum for learning web development,javascript,1,2025-02-19
veops / oneterm,https://github.com/veops/oneterm,Provide secure access and control over all infrastructure,go,3,2025-02-26
jmoiron / sqlx,https://github.com/jmoiron/sqlx,general purpose extensions to golang's database/sql,go,1,2025-02-19
go-delve / delve,https://github.com/go-delve/delve,Delve is a debugger for the Go programming language.,go,1,2025-02-19
qdm12 / ddns-updater,https://github.com/qdm12/ddns-updater,Container to update DNS records periodically with WebUI for many DNS providers,go,2,2025-02-19
open-telemetry / opentelemetry-java-instrumentation,https://github.com/open-telemetry/opentelemetry-java-instrumentation,OpenTelemetry auto-instrumentation and instrumentation libraries for Java,java,3,2025-02-19
NexaAI / nexa-sdk,https://github.com/NexaAI/nexa-sdk,"Nexa SDK is a comprehensive toolkit for supporting GGML and ONNX models. It supports text generation, image generation, vision-language models (VLM), Audio Language Model, auto-speech-recognition (ASR), and text-to-speech (TTS) capabilities.",python,1,2025-01-03
facebookresearch / Kats,https://github.com/facebookresearch/Kats,"Kats, a kit to analyze time series data, a lightweight, easy-to-use, generalizable, and extendable framework to perform time series analysis, from understanding the key statistics and characteristics, detecting change points and anomalies, to forecasting future trends.",python,2,2025-01-03
h2oai / h2ogpt,https://github.com/h2oai/h2ogpt,"Private chat with local GPT with document, images, video, etc. 100% private, Apache 2.0. Supports oLLaMa, Mixtral, llama.cpp, and more. Demo: https://gpt.h2o.ai/ https://gpt-docs.h2o.ai/",python,1,2025-01-03
OWASP / OFFAT,https://github.com/OWASP/OFFAT,"The OWASP OFFAT tool autonomously assesses your API for prevalent vulnerabilities, though full compatibility with OAS v3 is pending. The project remains a work in progress, continuously evolving towards completion.",python,1,2025-01-03
vogler / free-games-claimer,https://github.com/vogler/free-games-claimer,"Automatically claims free games on the Epic Games Store, Amazon Prime Gaming and GOG.",javascript,1,2025-01-03
bchiang7 / v4,https://github.com/bchiang7/v4,Fourth iteration of my personal website built with Gatsby,javascript,1,2025-01-03
GoogleChrome / workbox,https://github.com/GoogleChrome/workbox,📦 Workbox: JavaScript libraries for Progressive Web Apps,javascript,2,2025-01-03
apernet / hysteria,https://github.com/apernet/hysteria,"Hysteria is a powerful, lightning fast and censorship resistant proxy.",go,2,2025-01-06
bitfield / script,https://github.com/bitfield/script,Making it easy to write shell-like scripts in Go,go,1,2025-01-03
projectdiscovery / httpx,https://github.com/projectdiscovery/httpx,httpx is a fast and multi-purpose HTTP toolkit that allows running multiple probes using the retryablehttp library.,go,1,2025-01-03
StackExchange / dnscontrol,https://github.com/StackExchange/dnscontrol,Infrastructure as code for DNS!,go,1,2025-01-03
frdel / agent-zero,https://github.com/frdel/agent-zero,Agent Zero AI framework,python,3,2025-02-28
psf / requests,https://github.com/psf/requests,"A simple, yet elegant, HTTP library.",python,1,2025-01-26
frappe / erpnext,https://github.com/frappe/erpnext,Free and Open Source Enterprise Resource Planning (ERP),python,1,2025-01-26
THUDM / CogAgent,https://github.com/THUDM/CogAgent,An open-sourced end-to-end VLM-based GUI Agent,python,1,2025-01-26
cvat-ai / cvat,https://github.com/cvat-ai/cvat,"Annotate better with CVAT, the industry-leading data engine for machine learning. Used and trusted by teams at any scale, for data of any scale.",python,2,2025-01-26
ryanmcdermott / clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,Clean Code concepts adapted for JavaScript,javascript,2,2025-01-26
markdown-it / markdown-it,https://github.com/markdown-it/markdown-it,"Markdown parser, done right. 100% CommonMark support, extensions, syntax plugins & high speed",javascript,1,2025-01-26
XRPLF / xrpl-dev-portal,https://github.com/XRPLF/xrpl-dev-portal,Source code for xrpl.org including developer documentation,javascript,1,2025-01-26
ffuf / ffuf,https://github.com/ffuf/ffuf,Fast web fuzzer written in Go,go,2,2025-01-26
cubefs / cubefs,https://github.com/cubefs/cubefs,cloud-native distributed storage,go,1,2025-01-26
k8sgpt-ai / k8sgpt,https://github.com/k8sgpt-ai/k8sgpt,Giving Kubernetes Superpowers to everyone,go,2,2025-02-22
prometheus-community / postgres_exporter,https://github.com/prometheus-community/postgres_exporter,A PostgreSQL metric exporter for Prometheus,go,2,2025-01-26
metallb / metallb,https://github.com/metallb/metallb,A network load-balancer implementation for Kubernetes using standard routing protocols,go,3,2025-02-27
moby / buildkit,https://github.com/moby/buildkit,"concurrent, cache-efficient, and Dockerfile-agnostic builder toolkit",go,5,2025-02-27
confluentinc / schema-registry,https://github.com/confluentinc/schema-registry,Confluent Schema Registry for Kafka,java,1,2025-01-26
spring-cloud / spring-cloud-gateway,https://github.com/spring-cloud/spring-cloud-gateway,An API Gateway built on Spring Framework and Spring Boot providing routing and more.,java,1,2025-01-26
confident-ai / deepeval,https://github.com/confident-ai/deepeval,The LLM Evaluation Framework,python,2,2025-02-22
besuper / TwitchNoSub,https://github.com/besuper/TwitchNoSub,An extension to watch sub only VOD on Twitch,javascript,1,2025-01-12
blueedgetechno / win11React,https://github.com/blueedgetechno/win11React,Windows 11 in React 💻🌈⚡,javascript,1,2025-01-12
NVIDIA / nvidia-container-toolkit,https://github.com/NVIDIA/nvidia-container-toolkit,Build and run containers leveraging NVIDIA GPUs,go,2,2025-02-02
argoproj / argo-workflows,https://github.com/argoproj/argo-workflows,Workflow Engine for Kubernetes,go,4,2025-02-28
pulumi / pulumi,https://github.com/pulumi/pulumi,Pulumi - Infrastructure as Code in any programming language 🚀,go,2,2025-02-16
wildfly / wildfly,https://github.com/wildfly/wildfly,WildFly Application Server,java,2,2025-01-29
quartz-scheduler / quartz,https://github.com/quartz-scheduler/quartz,Code for Quartz Scheduler,java,1,2025-01-12
real-logic / aeron,https://github.com/real-logic/aeron,"Efficient reliable UDP unicast, UDP multicast, and IPC message transport",java,2,2025-01-19
plantuml / plantuml,https://github.com/plantuml/plantuml,Generate diagrams from textual description,java,3,2025-02-23
hyperledger / besu,https://github.com/hyperledger/besu,"An enterprise-grade Java-based, Apache 2.0 licensed Ethereum client https://wiki.hyperledger.org/display/besu",java,1,2025-01-12
Physical-Intelligence / openpi,https://github.com/Physical-Intelligence/openpi,,python,2,2025-02-08
Significant-Gravitas / AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",python,2,2025-03-09
meteor / meteor,https://github.com/meteor/meteor,"Meteor, the JavaScript App Platform",javascript,2,2025-02-08
docmirror / dev-sidecar,https://github.com/docmirror/dev-sidecar,开发者边车，github打不开，github加速，git clone加速，git release下载加速，stackoverflow加速,javascript,4,2025-03-09
goharbor / harbor,https://github.com/goharbor/harbor,"An open source trusted cloud native registry project that stores, signs, and scans content.",go,2,2025-02-08
pingcap / tidb,https://github.com/pingcap/tidb,"TiDB - the open-source, cloud-native, distributed SQL database designed for modern applications.",go,6,2025-02-13
alibaba / arthas,https://github.com/alibaba/arthas,Alibaba Java Diagnostic Tool Arthas/Alibaba Java诊断利器Arthas,java,1,2025-02-08
languagetool-org / languagetool,https://github.com/languagetool-org/languagetool,Style and Grammar Checker for 25+ Languages,java,1,2025-02-08
apache / tomcat,https://github.com/apache/tomcat,Apache Tomcat,java,2,2025-02-23
cocktailpeanut / fluxgym,https://github.com/cocktailpeanut/fluxgym,Dead simple FLUX LoRA training UI with LOW VRAM support,python,1,2025-02-18
souzatharsis / podcastfy,https://github.com/souzatharsis/podcastfy,An Open Source Python alternative to NotebookLM's podcast feature: Transforming Multimodal Content into Captivating Multilingual Audio Conversations with GenAI,python,3,2025-02-18
xifangczy / cat-catch,https://github.com/xifangczy/cat-catch,猫抓 浏览器资源嗅探扩展 / cat-catch Browser Resource Sniffing Extension,javascript,2,2025-02-18
lyfe00011 / whatsapp-bot,https://github.com/lyfe00011/whatsapp-bot,A whatsapp bot based on baileys,javascript,1,2025-02-18
superseriousbusiness / gotosocial,https://github.com/superseriousbusiness/gotosocial,"Fast, fun, small ActivityPub server.",go,1,2025-02-18
lucaslorentz / caddy-docker-proxy,https://github.com/lucaslorentz/caddy-docker-proxy,Caddy as a reverse proxy for Docker,go,1,2025-02-18
OpenBAS-Platform / openbas,https://github.com/OpenBAS-Platform/openbas,Open Breach and Attack Simulation Platform,java,2,2025-02-18
AndroidIDEOfficial / AndroidIDE,https://github.com/AndroidIDEOfficial/AndroidIDE,AndroidIDE is an IDE for Android to develop full featured Android apps.,java,1,2025-02-18
xuchengsheng / spring-reading,https://github.com/xuchengsheng/spring-reading,涵盖了 Spring 框架的核心概念和关键功能，包括控制反转（IOC）容器的使用，面向切面编程（AOP）的原理与实践，事务管理的方式与实现，Spring MVC 的流程与控制器工作机制，以及 Spring 中数据访问、安全、Boot 自动配置等方面的深入研究。此外，它还包含了 Spring 事件机制的应用、高级主题如缓存抽象和响应式编程，以及对 Spring 源码的编程风格与设计模式的深入探讨。,java,1,2025-02-18
gabrielecirulli / 2048,https://github.com/gabrielecirulli/2048,The source code for 2048,javascript,1,2025-01-02
bvaughn / react-virtualized,https://github.com/bvaughn/react-virtualized,React components for efficiently rendering large lists and tabular data,javascript,1,2025-01-02
semantic-release / semantic-release,https://github.com/semantic-release/semantic-release,📦🚀 Fully automated version management and package publishing,javascript,4,2025-02-12
ccfos / nightingale,https://github.com/ccfos/nightingale,Grafana for visualization and Nightingale for alerting,go,1,2025-01-02
ginuerzh / gost,https://github.com/ginuerzh/gost,GO Simple Tunnel - a simple tunnel written in golang,go,1,2025-01-02
go-gost / gost,https://github.com/go-gost/gost,GO Simple Tunnel - a simple tunnel written in golang,go,1,2025-01-02
lima-vm / lima,https://github.com/lima-vm/lima,"Linux virtual machines, with a focus on running containers",go,1,2025-01-02
containerd / nerdctl,https://github.com/containerd/nerdctl,"contaiNERD CTL - Docker-compatible CLI for containerd, with support for Compose, Rootless, eStargz, OCIcrypt, IPFS, ...",go,2,2025-01-16
apache / fineract,https://github.com/apache/fineract,Apache Fineract,java,3,2025-03-08
Guovin / iptv-api,https://github.com/Guovin/iptv-api,📺IPTV电视直播源更新项目『✨秒播级体验🚀』：支持IPv4/IPv6；支持自定义频道；支持组播源、酒店源、订阅源、关键字搜索；每天自动更新两次，结果可用于TVBox等播放软件；支持工作流、Docker(amd64/arm64/arm v7)、命令行、GUI运行方式 | IPTV live TV source update project,python,1,2025-01-16
PrefectHQ / prefect,https://github.com/PrefectHQ/prefect,Prefect is a workflow orchestration framework for building resilient data pipelines in Python.,python,3,2025-02-28
jackfrued / Python-100-Days,https://github.com/jackfrued/Python-100-Days,Python - 100天从新手到大师,python,1,2025-01-16
dagster-io / dagster,https://github.com/dagster-io/dagster,"An orchestration platform for the development, production, and observation of data assets.",python,1,2025-01-16
run-llama / llama_index,https://github.com/run-llama/llama_index,LlamaIndex is the leading framework for building LLM-powered agents over your data.,python,2,2025-02-26
codesandbox / codesandbox-client,https://github.com/codesandbox/codesandbox-client,An online IDE for rapid web development,javascript,1,2025-01-16
swagger-api / swagger-editor,https://github.com/swagger-api/swagger-editor,Swagger Editor,javascript,2,2025-01-18
yarnpkg / yarn,https://github.com/yarnpkg/yarn,The 1.x line is frozen - features and bugfixes now happen on https://github.com/yarnpkg/berry,javascript,1,2025-01-16
openimsdk / open-im-server,https://github.com/openimsdk/open-im-server,IM Chat ChatGPT,go,2,2025-02-12
DataDog / datadog-agent,https://github.com/DataDog/datadog-agent,Main repository for Datadog Agent,go,1,2025-01-16
FiloSottile / age,https://github.com/FiloSottile/age,"A simple, modern and secure encryption tool (and Go library) with small explicit keys, no config options, and UNIX-style composability.",go,2,2025-02-02
DataDog / dd-trace-java,https://github.com/DataDog/dd-trace-java,Datadog APM client for Java,java,1,2025-01-16
ungoogled-software / ungoogled-chromium,https://github.com/ungoogled-software/ungoogled-chromium,"Google Chromium, sans integration with Google",python,1,2025-03-02
LazoCoder / Pokemon-Terminal,https://github.com/LazoCoder/Pokemon-Terminal,Pokemon terminal themes.,python,1,2025-03-02
zyddnys / manga-image-translator,https://github.com/zyddnys/manga-image-translator,Translate manga/image 一键翻译各类图片内文字 https://cotrans.touhou.ai/,python,1,2025-03-02
klaudiosinani / hyper-pokemon,https://github.com/klaudiosinani/hyper-pokemon,Tailor-made Pokémon themes for your Hyper terminal,javascript,1,2025-03-02
majd / ipatool,https://github.com/majd/ipatool,Command-line tool that allows searching and downloading app packages (known as ipa files) from the iOS App Store,go,1,2025-03-02
nats-io / nats.go,https://github.com/nats-io/nats.go,"Golang client for NATS, the cloud native messaging system.",go,1,2025-03-02
Project-HAMi / HAMi,https://github.com/Project-HAMi/HAMi,Heterogeneous AI Computing Virtualization Middleware,go,3,2025-03-02
synthetichealth / synthea,https://github.com/synthetichealth/synthea,Synthetic Patient Population Simulator,java,1,2025-03-02
open-telemetry / opentelemetry-java,https://github.com/open-telemetry/opentelemetry-java,OpenTelemetry Java SDK,java,2,2025-03-02
apache / cloudstack,https://github.com/apache/cloudstack,Apache CloudStack is an opensource Infrastructure as a Service (IaaS) cloud computing platform,java,3,2025-03-02
aio-libs / aiohttp,https://github.com/aio-libs/aiohttp,Asynchronous HTTP client/server framework for asyncio and Python,python,1,2025-01-22
labmlai / annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,"🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠",python,1,2025-01-22
ml-explore / mlx-examples,https://github.com/ml-explore/mlx-examples,Examples in the MLX framework,python,1,2025-01-22
invertase / react-native-firebase,https://github.com/invertase/react-native-firebase,🔥 A well-tested feature-rich modular Firebase implementation for React Native. Supports both iOS & Android platforms for all Firebase services.,javascript,3,2025-02-28
kubernetes-sigs / kueue,https://github.com/kubernetes-sigs/kueue,Kubernetes-native Job Queueing,go,1,2025-01-22
argoproj-labs / argocd-image-updater,https://github.com/argoproj-labs/argocd-image-updater,Automatic container image update for Argo CD,go,1,2025-01-22
go-sql-driver / mysql,https://github.com/go-sql-driver/mysql,Go MySQL Driver is a MySQL driver for Go's (golang) database/sql package,go,1,2025-01-22
tidwall / gjson,https://github.com/tidwall/gjson,Get JSON values quickly - JSON parser for Go,go,1,2025-01-22
camunda / camunda-bpm-platform,https://github.com/camunda/camunda-bpm-platform,"C7 CE enters EOL in October 2025. Please check out C8 https://github.com/camunda/camunda – Flexible framework for workflow and decision automation with BPMN and DMN. Integration with Quarkus, Spring, Spring Boot, CDI.",java,1,2025-01-22
GoogleCloudPlatform / java-docs-samples,https://github.com/GoogleCloudPlatform/java-docs-samples,Java and Kotlin Code samples used on cloud.google.com,java,1,2025-01-22
roboflow / supervision,https://github.com/roboflow/supervision,We write your reusable computer vision tools. 💜,python,3,2025-02-28
gogf / gf,https://github.com/gogf/gf,"A powerful framework for faster, easier, and more efficient project development.",go,1,2025-02-28
sourcegraph / conc,https://github.com/sourcegraph/conc,Better structured concurrency for go,go,1,2025-02-28
publicsuffix / list,https://github.com/publicsuffix/list,The Public Suffix List,go,1,2025-02-28
graphhopper / graphhopper,https://github.com/graphhopper/graphhopper,Open source routing engine for OpenStreetMap. Use it as Java library or standalone web server.,java,1,2025-02-28
baomidou / mybatis-plus,https://github.com/baomidou/mybatis-plus,An powerful enhanced toolkit of MyBatis for simplify development,java,3,2025-02-28
PrismarineJS / mineflayer,https://github.com/PrismarineJS/mineflayer,"Create Minecraft bots with a powerful, stable, and high level JavaScript API.",javascript,3,2025-02-17
gchq / CyberChef,https://github.com/gchq/CyberChef,"The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis",javascript,2,2025-01-18
cashapp / cloner,https://github.com/cashapp/cloner,,go,2,2025-01-28
devtron-labs / devtron,https://github.com/devtron-labs/devtron,The only Kubernetes dashboard you need,go,1,2025-01-06
TwiN / gatus,https://github.com/TwiN/gatus,⛑ Automated developer-oriented status page,go,2,2025-02-02
janishar / mit-deep-learning-book-pdf,https://github.com/janishar/mit-deep-learning-book-pdf,"MIT Deep Learning Book in PDF format (complete and parts) by Ian Goodfellow, Yoshua Bengio and Aaron Courville",java,1,2025-01-06
Huanshere / VideoLingo,https://github.com/Huanshere/VideoLingo,"Netflix-level subtitle cutting, translation, alignment, and even dubbing - one-click fully automated AI video subtitle team | Netflix级字幕切割、翻译、对齐、甚至加上配音，一键全自动视频搬运AI字幕组",python,3,2025-02-27
huggingface / lerobot,https://github.com/huggingface/lerobot,🤗 LeRobot: Making AI for Robotics more accessible with end-to-end learning,python,2,2025-02-07
plotly / plotly.js,https://github.com/plotly/plotly.js,Open-source JavaScript charting library behind Plotly and Dash,javascript,3,2025-02-07
marktext / marktext,https://github.com/marktext/marktext,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",javascript,1,2025-02-07
monasticacademy / httptap,https://github.com/monasticacademy/httptap,View HTTP/HTTPS requests made by any Linux program,go,2,2025-02-07
alireza0 / s-ui,https://github.com/alireza0/s-ui,An advanced Web Panel • Built for SagerNet/Sing-Box,go,1,2025-02-07
etcd-io / bbolt,https://github.com/etcd-io/bbolt,An embedded key/value database for Go.,go,1,2025-02-07
akuity / kargo,https://github.com/akuity/kargo,Application lifecycle orchestration,go,2,2025-02-07
camel-ai / camel,https://github.com/camel-ai/camel,🐫 CAMEL: Finding the Scaling Law of Agents. The first and the best multi-agent framework. https://www.camel-ai.org,python,1,2025-03-09
Tencent / HunyuanVideo,https://github.com/Tencent/HunyuanVideo,HunyuanVideo: A Systematic Framework For Large Video Generation Model,python,2,2025-03-09
open-compass / opencompass,https://github.com/open-compass/opencompass,"OpenCompass is an LLM evaluation platform, supporting a wide range of models (Llama3, Mistral, InternLM2,GPT-4,LLaMa2, Qwen,GLM, Claude, etc) over 100+ datasets.",python,2,2025-03-09
ErikBjare / gptme,https://github.com/ErikBjare/gptme,"Your agent in your terminal, equipped with local tools: writes code, uses the terminal, browses the web, vision.",python,1,2025-03-09
mingrammer / diagrams,https://github.com/mingrammer/diagrams,🎨 Diagram as Code for prototyping cloud system architectures,python,1,2025-03-09
Lightricks / ComfyUI-LTXVideo,https://github.com/Lightricks/ComfyUI-LTXVideo,LTX-Video Support for ComfyUI,python,1,2025-03-09
lukas-blecher / LaTeX-OCR,https://github.com/lukas-blecher/LaTeX-OCR,pix2tex: Using a ViT to convert images of equations into LaTeX code.,python,1,2025-03-09
bigbluebutton / bigbluebutton,https://github.com/bigbluebutton/bigbluebutton,Complete open source web conferencing system.,javascript,1,2025-03-09
browserbase / mcp-server-browserbase,https://github.com/browserbase/mcp-server-browserbase,,javascript,2,2025-03-09
lxieyang / chrome-extension-boilerplate-react,https://github.com/lxieyang/chrome-extension-boilerplate-react,A Chrome Extensions boilerplate using React 18 and Webpack 5.,javascript,1,2025-03-09
mark3labs / mcp-go,https://github.com/mark3labs/mcp-go,"A Go implementation of the Model Context Protocol (MCP), enabling seamless integration between LLM applications and external data sources and tools.",go,1,2025-03-09
usual2970 / certimate,https://github.com/usual2970/certimate,"开源的SSL证书管理工具，可以帮助你自动申请、部署SSL证书，并在证书即将过期时自动续期。An open-source SSL certificate management tool that helps you automatically apply for and deploy SSL certificates, as well as automatically renew them when they are about to expire.",go,1,2025-03-09
evrone / go-clean-template,https://github.com/evrone/go-clean-template,Clean Architecture template for Golang services,go,1,2025-03-09
lightningnetwork / lnd,https://github.com/lightningnetwork/lnd,Lightning Network Daemon ⚡️,go,2,2025-03-09
continew-org / continew-admin,https://github.com/continew-org/continew-admin,🔥Almost最佳后端规范🔥持续迭代优化的前后端分离中后台管理系统框架，开箱即用，持续提供舒适的开发体验。当前采用技术栈：Spring Boot3（Java17）、Vue3 & Arco Design、TS、Vite5 、Sa-Token、MyBatis Plus、Redisson、JetCache、Jackson、Spring Doc、JustAuth、Easy Excel、Crane4j、Liquibase、Hutool 等。,java,1,2025-03-09
spring-projects / spring-ai-examples,https://github.com/spring-projects/spring-ai-examples,,java,1,2025-03-09
deeplearning4j / deeplearning4j,https://github.com/deeplearning4j/deeplearning4j,"Suite of tools for deploying and training deep learning models using the JVM. Highlights include model import for keras, tensorflow, and onnx/pytorch, a modular and tiny c++ library for running math code and a java based math library on top of the core c++ library. Also includes samediff: a pytorch/tensorflow like library for running deep learn...",java,1,2025-03-09
fylein / fyle-interview-intern-backend,https://github.com/fylein/fyle-interview-intern-backend,,python,1,2025-01-29
mishoo / UglifyJS,https://github.com/mishoo/UglifyJS,JavaScript parser / mangler / compressor / beautifier toolkit,javascript,1,2025-01-29
frappe / lms,https://github.com/frappe/lms,"Easy to Use, 100% Open Source Learning Management System",javascript,2,2025-01-29
charmbracelet / bubbles,https://github.com/charmbracelet/bubbles,TUI components for Bubble Tea 🫧,go,1,2025-01-29
redpanda-data / connect,https://github.com/redpanda-data/connect,Fancy stream processing made operationally mundane,go,1,2025-01-29
